math_marks,science_marks,social_marks,english_marks,hobby,activity,logic_score,creative_score,leadership_score,stream
90,66,81,76,Technical,Volunteering,5,2,3,Science
53,70,77,53,Literary,Drama,2,2,3,Humanities
84,98,79,60,Technical,Volunteering,5,1,4,Science
80,63,64,68,Artistic,Volunteering,2,3,4,Humanities
78,53,78,71,Business,Volunteering,1,4,3,Commerce
72,68,95,59,Artistic,Volunteering,2,4,4,Humanities
72,51,71,79,Artistic,Volunteering,1,5,1,Humanities
97,83,71,85,Technical,Robotics,5,3,1,Science
76,72,71,86,Artistic,Debating,2,3,1,Humanities
63,55,75,77,Literary,Volunteering,1,4,4,Humanities
64,81,70,88,Technical,Volunteering,3,3,1,Science
100,87,60,77,Technical,Volunteering,5,4,1,Science
79,72,84,92,Technical,Robotics,4,4,2,Science
64,99,60,78,Business,Entrepreneurship,3,1,4,Commerce
73,56,88,90,Literary,Drama,2,5,4,Humanities
79,84,86,88,Business,Volunteering,5,3,2,Science
83,100,65,59,Technical,Volunteering,5,1,5,Science
94,75,84,89,Literary,Volunteering,4,5,3,Humanities
66,75,64,79,Artistic,Volunteering,2,3,5,Humanities
100,92,82,91,Artistic,Debating,5,4,2,Humanities
90,96,79,73,Technical,Volunteering,5,4,1,Science
59,65,85,73,Technical,Robotics,1,1,1,Science
76,84,60,63,Technical,Robotics,4,2,1,Science
88,96,85,75,Technical,Robotics,5,5,4,Science
57,74,58,94,Artistic,Drama,2,4,1,Humanities
66,69,84,63,Business,Volunteering,1,1,3,Commerce
66,65,84,83,Business,Volunteering,1,3,5,Commerce
69,68,78,67,Business,Entrepreneurship,1,1,5,Commerce
90,85,65,71,Technical,Robotics,5,2,4,Science
88,80,78,74,Technical,Volunteering,2,2,4,Science
84,83,69,51,Technical,Volunteering,4,1,4,Science
87,73,77,94,Artistic,Volunteering,3,3,1,Humanities
80,87,78,75,Business,Entrepreneurship,1,2,5,Commerce
81,73,75,84,Literary,Volunteering,4,5,3,Humanities
83,86,65,76,Technical,Robotics,2,2,3,Science
72,60,57,73,Business,Entrepreneurship,2,2,2,Commerce
75,50,63,59,Business,Finance Club,1,1,4,Commerce
96,100,96,70,Technical,Volunteering,4,1,5,Science
66,69,71,86,Business,Volunteering,2,2,5,Commerce
89,76,83,83,Technical,Volunteering,5,3,3,Science
63,59,72,73,Business,Finance Club,1,1,2,Commerce
68,62,64,84,Artistic,Debating,2,4,2,Humanities
97,81,59,67,Technical,Volunteering,5,1,5,Science
63,67,80,83,Artistic,Volunteering,1,2,2,Humanities
79,66,60,95,Artistic,Drama,3,5,2,Humanities
63,75,53,83,Business,Volunteering,1,2,2,Commerce
96,81,58,42,Literary,Debating,3,1,2,Science
92,92,73,64,Technical,Volunteering,5,3,4,Science
83,96,73,66,Technical,Volunteering,5,1,3,Science
70,87,64,75,Business,Finance Club,3,3,1,Science
78,98,75,55,Artistic,Debating,4,1,5,Science
68,66,82,70,Business,Volunteering,4,4,5,Commerce
91,100,77,78,Literary,Drama,5,1,4,Science
67,58,59,66,Business,Volunteering,4,1,2,Science
82,74,90,94,Technical,Volunteering,5,4,5,Science
73,86,76,66,Technical,Robotics,1,3,2,Science
90,46,82,66,Technical,Volunteering,2,3,1,Science
75,81,76,82,Technical,Robotics,4,5,5,Science
65,81,83,97,Artistic,Debating,1,4,4,Humanities
85,90,78,60,Technical,Volunteering,4,3,3,Science
77,71,77,52,Literary,Drama,3,1,3,Humanities
96,80,73,87,Technical,Volunteering,4,5,5,Science
57,66,74,74,Business,Finance Club,2,4,2,Commerce
73,63,75,100,Business,Finance Club,3,5,4,Commerce
80,56,54,61,Artistic,Drama,2,2,2,Humanities
70,66,89,70,Business,Volunteering,1,3,4,Commerce
95,78,61,65,Technical,Robotics,4,2,2,Science
68,73,80,67,Business,Finance Club,3,2,4,Commerce
73,100,87,82,Artistic,Volunteering,5,4,2,Humanities
79,60,48,74,Artistic,Debating,3,4,2,Humanities
69,78,65,77,Artistic,Volunteering,1,2,5,Humanities
64,67,91,100,Business,Volunteering,1,4,5,Humanities
68,77,77,72,Artistic,Volunteering,2,4,3,Humanities
88,44,74,67,Business,Volunteering,1,3,2,Commerce
75,58,64,72,Literary,Drama,2,4,1,Humanities
63,61,80,63,Artistic,Drama,2,2,5,Humanities
100,73,73,83,Business,Entrepreneurship,5,5,1,Science
100,76,90,54,Technical,Volunteering,5,1,4,Science
79,84,66,66,Literary,Debating,3,2,3,Humanities
61,62,79,57,Business,Volunteering,1,1,1,Commerce
90,75,88,59,Artistic,Drama,4,5,5,Humanities
83,79,68,67,Technical,Volunteering,4,3,2,Science
84,71,96,59,Business,Finance Club,5,1,4,Commerce
64,74,83,69,Technical,Volunteering,4,3,5,Science
62,75,73,69,Technical,Robotics,4,1,2,Science
83,72,82,69,Technical,Volunteering,4,3,3,Science
70,69,76,61,Artistic,Debating,2,1,4,Humanities
77,97,60,79,Business,Finance Club,3,3,4,Commerce
90,88,73,62,Artistic,Debating,4,4,5,Humanities
66,59,76,66,Business,Volunteering,1,4,1,Humanities
65,68,89,69,Business,Entrepreneurship,2,3,5,Commerce
86,87,75,60,Technical,Robotics,4,3,2,Science
79,66,65,69,Technical,Volunteering,4,1,4,Science
87,84,55,70,Artistic,Volunteering,5,3,5,Science
70,82,71,89,Technical,Robotics,5,5,2,Science
84,70,77,100,Technical,Volunteering,4,5,4,Science
61,77,65,78,Technical,Volunteering,3,1,3,Science
60,64,94,79,Artistic,Volunteering,1,4,3,Humanities
79,69,92,69,Technical,Robotics,5,4,5,Science
89,60,83,73,Business,Finance Club,3,3,5,Commerce
93,87,58,78,Business,Volunteering,3,2,1,Science
59,84,74,75,Literary,Debating,4,3,4,Humanities
79,87,99,70,Business,Volunteering,5,5,4,Commerce
73,69,67,80,Artistic,Volunteering,3,5,1,Humanities
87,70,90,90,Technical,Robotics,4,4,3,Science
70,82,76,63,Literary,Volunteering,3,4,3,Humanities
92,55,54,55,Technical,Volunteering,4,1,2,Science
65,70,84,45,Literary,Volunteering,3,2,5,Commerce
74,60,76,70,Artistic,Drama,1,1,2,Humanities
92,84,81,80,Artistic,Volunteering,5,3,5,Science
77,73,67,79,Technical,Robotics,4,1,4,Science
47,71,60,57,Business,Entrepreneurship,1,1,4,Commerce
63,61,87,81,Artistic,Drama,1,5,2,Humanities
70,78,85,51,Business,Volunteering,3,1,4,Commerce
60,85,46,71,Technical,Volunteering,5,1,3,Science
58,81,82,77,Business,Volunteering,4,3,4,Commerce
65,75,86,70,Business,Finance Club,2,3,5,Commerce
78,78,77,71,Artistic,Volunteering,5,3,2,Humanities
75,60,76,100,Business,Finance Club,3,3,4,Commerce
72,88,60,80,Artistic,Volunteering,3,3,2,Humanities
72,100,65,78,Technical,Robotics,5,3,1,Science
78,59,79,74,Artistic,Drama,4,2,4,Humanities
80,56,77,72,Artistic,Drama,1,4,2,Humanities
100,81,72,82,Business,Volunteering,5,3,2,Science
57,83,55,71,Literary,Volunteering,4,2,1,Science
66,82,61,51,Business,Volunteering,2,1,4,Commerce
59,62,80,71,Business,Entrepreneurship,1,1,4,Commerce
70,71,64,88,Artistic,Debating,2,4,1,Humanities
82,57,71,75,Artistic,Volunteering,4,4,3,Humanities
68,65,75,78,Literary,Drama,3,3,5,Humanities
76,79,72,76,Technical,Robotics,5,3,5,Science
63,82,90,68,Business,Volunteering,4,5,5,Commerce
86,65,81,84,Artistic,Volunteering,4,4,3,Humanities
89,93,74,74,Technical,Volunteering,5,2,3,Science
86,64,76,82,Business,Volunteering,5,2,4,Commerce
81,51,72,82,Business,Volunteering,2,3,4,Commerce
64,75,70,74,Literary,Debating,3,5,4,Humanities
74,87,69,67,Business,Finance Club,4,3,3,Commerce
72,84,64,84,Literary,Debating,3,5,3,Humanities
90,78,89,70,Technical,Volunteering,4,3,5,Science
74,91,60,100,Artistic,Drama,3,5,1,Humanities
61,89,58,57,Business,Volunteering,3,1,4,Commerce
56,48,73,67,Business,Finance Club,2,3,4,Commerce
55,70,71,95,Literary,Drama,1,4,1,Humanities
81,74,61,62,Literary,Debating,3,1,5,Humanities
60,67,87,88,Technical,Robotics,2,3,5,Science
78,74,82,57,Literary,Volunteering,2,1,4,Commerce
55,46,70,63,Technical,Volunteering,1,3,3,Humanities
82,89,74,90,Technical,Volunteering,4,5,3,Science
45,50,73,80,Artistic,Drama,1,4,5,Humanities
69,87,88,44,Literary,Drama,4,2,3,Humanities
72,80,88,90,Technical,Robotics,3,2,2,Science
48,70,85,75,Business,Entrepreneurship,1,1,4,Commerce
58,51,68,63,Technical,Volunteering,1,3,2,Humanities
85,79,68,54,Artistic,Debating,4,2,1,Science
58,42,98,67,Artistic,Drama,1,4,5,Humanities
61,73,93,63,Business,Entrepreneurship,2,3,5,Commerce
78,73,68,74,Literary,Volunteering,2,3,5,Humanities
94,88,84,78,Business,Entrepreneurship,4,5,1,Science
79,69,75,84,Technical,Robotics,3,5,3,Science
98,80,59,74,Business,Finance Club,2,3,5,Commerce
68,79,72,80,Literary,Drama,2,2,5,Humanities
55,84,59,74,Technical,Robotics,1,2,5,Science
70,73,69,48,Business,Volunteering,3,1,5,Commerce
76,78,67,75,Business,Finance Club,3,5,1,Humanities
66,87,92,60,Business,Entrepreneurship,4,4,5,Commerce
75,60,81,76,Technical,Volunteering,2,3,3,Science
47,55,82,74,Business,Volunteering,2,3,4,Commerce
67,73,66,85,Artistic,Drama,3,5,2,Humanities
67,64,86,83,Artistic,Debating,2,5,4,Humanities
69,59,74,83,Business,Finance Club,2,1,5,Commerce
70,65,65,89,Artistic,Drama,2,4,1,Humanities
51,58,59,71,Business,Volunteering,3,2,4,Commerce
89,99,68,61,Literary,Drama,5,2,5,Science
81,71,76,65,Artistic,Drama,2,4,2,Humanities
77,80,66,62,Literary,Volunteering,2,2,2,Humanities
75,64,59,77,Business,Finance Club,2,2,2,Commerce
64,75,40,62,Business,Volunteering,2,1,1,Science
87,72,51,93,Technical,Robotics,3,3,3,Science
60,68,100,66,Artistic,Debating,2,4,2,Humanities
54,63,80,81,Artistic,Debating,1,4,2,Humanities
67,62,62,76,Artistic,Volunteering,3,4,1,Humanities
79,82,65,65,Literary,Debating,5,5,2,Humanities
96,86,70,64,Business,Volunteering,5,1,3,Science
68,70,86,71,Technical,Robotics,2,2,4,Science
60,52,72,49,Technical,Volunteering,1,3,1,Science
58,68,71,58,Artistic,Volunteering,3,3,3,Humanities
83,83,59,85,Artistic,Drama,4,4,2,Humanities
80,62,79,83,Business,Entrepreneurship,4,5,1,Humanities
95,86,82,94,Business,Volunteering,4,5,3,Humanities
95,86,72,76,Technical,Robotics,5,5,4,Science
69,67,87,81,Technical,Volunteering,4,4,5,Science
46,43,77,90,Artistic,Drama,1,4,1,Humanities
85,60,70,83,Business,Entrepreneurship,3,2,4,Commerce
67,83,65,76,Technical,Robotics,4,1,3,Science
70,51,88,80,Artistic,Debating,2,5,1,Humanities
71,70,67,92,Business,Finance Club,2,4,1,Humanities
90,43,61,51,Technical,Volunteering,4,1,1,Science
67,64,82,76,Technical,Robotics,4,4,1,Science
76,84,61,72,Technical,Volunteering,4,2,1,Science
56,68,93,88,Artistic,Debating,2,4,4,Humanities
57,81,80,59,Business,Entrepreneurship,2,2,2,Commerce
74,76,77,90,Literary,Debating,5,4,1,Humanities
88,74,66,68,Business,Entrepreneurship,5,1,5,Commerce
70,71,76,77,Artistic,Volunteering,2,4,4,Humanities
64,63,89,80,Business,Finance Club,3,2,4,Commerce
54,79,82,78,Artistic,Debating,2,4,3,Humanities
80,72,48,87,Technical,Volunteering,5,1,5,Science
86,59,66,64,Literary,Volunteering,3,1,5,Commerce
64,50,79,77,Literary,Drama,1,2,5,Humanities
79,68,90,76,Technical,Robotics,4,4,2,Science
68,69,67,75,Literary,Drama,2,4,3,Humanities
81,83,82,93,Artistic,Drama,4,2,5,Humanities
79,81,82,100,Technical,Robotics,4,5,4,Science
73,66,83,96,Artistic,Volunteering,1,5,3,Humanities
67,68,63,93,Literary,Drama,1,5,2,Humanities
69,79,58,84,Technical,Volunteering,5,3,4,Science
91,65,85,93,Technical,Volunteering,5,5,3,Science
87,83,76,62,Business,Entrepreneurship,3,1,4,Commerce
84,83,57,66,Technical,Volunteering,5,1,2,Science
73,48,48,62,Business,Finance Club,1,1,4,Commerce
93,69,89,53,Business,Entrepreneurship,4,1,5,Commerce
75,81,78,71,Artistic,Volunteering,3,4,2,Humanities
63,67,92,84,Business,Finance Club,2,2,3,Commerce
82,72,74,60,Business,Finance Club,2,1,4,Commerce
84,85,75,74,Technical,Volunteering,5,1,2,Science
80,75,84,83,Literary,Volunteering,2,4,2,Humanities
82,97,78,69,Technical,Robotics,5,1,3,Science
72,53,73,71,Business,Finance Club,2,1,1,Commerce
80,77,66,61,Business,Finance Club,2,1,5,Commerce
62,61,72,61,Literary,Drama,2,1,5,Humanities
68,77,83,79,Literary,Drama,2,4,1,Humanities
72,70,86,84,Artistic,Drama,1,5,3,Humanities
81,63,85,78,Business,Finance Club,1,2,5,Commerce
68,94,77,95,Literary,Volunteering,1,5,5,Humanities
71,87,56,70,Technical,Robotics,5,2,1,Science
59,64,84,79,Literary,Volunteering,1,5,2,Humanities
61,58,72,67,Technical,Volunteering,1,3,2,Humanities
72,39,64,94,Technical,Robotics,2,3,2,Science
77,79,67,64,Technical,Volunteering,4,2,2,Science
77,84,58,54,Artistic,Drama,3,1,5,Science
79,71,75,78,Literary,Drama,2,5,2,Humanities
77,82,79,74,Artistic,Volunteering,1,4,3,Humanities
64,66,75,63,Technical,Volunteering,1,3,4,Science
71,71,66,54,Technical,Robotics,4,1,4,Science
78,76,85,86,Technical,Robotics,4,5,5,Science
83,77,84,49,Literary,Drama,2,1,4,Humanities
71,67,66,75,Artistic,Volunteering,1,5,4,Humanities
61,61,49,56,Artistic,Volunteering,2,1,2,Humanities
72,62,85,91,Literary,Drama,3,5,1,Humanities
71,73,52,86,Literary,Drama,2,2,1,Humanities
60,60,82,88,Artistic,Debating,3,5,2,Humanities
72,61,80,63,Artistic,Drama,2,4,2,Humanities
100,91,82,63,Technical,Volunteering,5,3,5,Science
76,77,93,82,Technical,Robotics,3,3,1,Science
57,67,77,70,Artistic,Volunteering,1,3,4,Humanities
54,64,61,61,Business,Volunteering,1,3,5,Commerce
57,71,74,58,Business,Entrepreneurship,1,1,4,Commerce
86,90,62,69,Technical,Robotics,5,2,2,Science
62,70,74,70,Literary,Debating,2,5,1,Humanities
75,77,77,64,Business,Finance Club,3,2,5,Commerce
49,72,77,74,Artistic,Drama,2,4,5,Humanities
66,63,94,87,Artistic,Volunteering,1,4,4,Humanities
62,57,84,83,Business,Finance Club,2,3,4,Commerce
86,95,93,75,Artistic,Volunteering,5,5,5,Humanities
82,87,82,80,Technical,Robotics,5,5,5,Science
56,71,96,65,Technical,Volunteering,3,3,1,Science
71,83,63,78,Artistic,Debating,3,4,4,Humanities
65,78,85,67,Technical,Volunteering,4,1,4,Science
81,71,89,67,Technical,Volunteering,4,4,3,Science
80,100,83,69,Artistic,Debating,5,4,4,Humanities
83,96,86,99,Technical,Robotics,5,5,5,Science
95,75,74,77,Business,Finance Club,5,1,3,Commerce
67,74,62,62,Literary,Debating,2,3,1,Humanities
84,78,67,92,Technical,Volunteering,4,3,4,Science
97,92,76,67,Technical,Volunteering,5,2,4,Science
69,74,70,65,Technical,Volunteering,4,2,3,Science
73,67,84,90,Literary,Drama,2,4,2,Humanities
81,75,44,68,Technical,Robotics,3,2,1,Science
67,68,72,73,Technical,Robotics,2,3,3,Science
97,87,75,75,Technical,Volunteering,4,3,1,Science
54,50,79,79,Business,Finance Club,1,3,5,Commerce
100,69,72,78,Technical,Volunteering,5,4,1,Science
61,83,63,74,Literary,Drama,3,2,4,Humanities
79,87,78,77,Artistic,Drama,4,3,4,Humanities
74,73,81,72,Literary,Volunteering,2,5,2,Humanities
88,85,66,61,Technical,Volunteering,4,2,4,Science
82,83,74,59,Technical,Volunteering,4,1,5,Science
76,68,72,92,Literary,Volunteering,1,5,1,Humanities
71,68,66,55,Literary,Drama,4,2,1,Humanities
84,63,63,77,Technical,Robotics,3,1,2,Science
61,92,100,100,Artistic,Drama,3,5,3,Humanities
85,76,57,71,Artistic,Debating,3,1,3,Humanities
86,80,71,60,Technical,Robotics,4,5,1,Science
94,94,77,83,Technical,Volunteering,4,4,4,Science
59,76,62,63,Literary,Volunteering,3,2,1,Humanities
73,60,85,75,Artistic,Volunteering,1,4,5,Humanities
62,66,65,73,Business,Volunteering,2,3,1,Humanities
66,74,81,83,Business,Finance Club,1,2,4,Commerce
73,63,85,71,Business,Entrepreneurship,1,4,5,Commerce
95,92,84,64,Technical,Volunteering,5,4,4,Science
78,59,86,90,Artistic,Debating,1,5,3,Humanities
79,56,77,88,Technical,Volunteering,4,5,5,Humanities
64,50,86,82,Business,Entrepreneurship,3,3,3,Commerce
64,80,85,72,Technical,Volunteering,2,2,3,Science
64,87,74,71,Literary,Volunteering,3,4,2,Humanities
68,54,58,90,Artistic,Debating,1,5,2,Humanities
70,72,80,79,Literary,Volunteering,2,4,1,Humanities
79,83,88,81,Artistic,Debating,3,3,2,Humanities
76,80,83,45,Business,Entrepreneurship,5,1,2,Commerce
73,71,83,75,Artistic,Drama,3,3,3,Humanities
84,70,61,83,Technical,Volunteering,2,3,2,Science
79,74,87,67,Artistic,Debating,3,5,2,Humanities
72,58,74,90,Literary,Drama,1,5,3,Humanities
61,100,75,73,Business,Entrepreneurship,4,2,4,Commerce
65,62,62,61,Artistic,Volunteering,1,1,4,Humanities
47,70,79,78,Literary,Debating,2,4,3,Humanities
87,92,76,75,Business,Entrepreneurship,5,4,3,Science
61,72,62,64,Literary,Volunteering,3,2,4,Humanities
62,72,82,76,Literary,Volunteering,1,4,2,Humanities
79,93,77,96,Technical,Robotics,5,1,1,Science
100,84,57,86,Technical,Robotics,4,2,1,Science
72,92,81,86,Technical,Robotics,5,2,3,Science
61,79,87,97,Literary,Drama,1,4,2,Humanities
66,64,65,61,Technical,Robotics,3,1,1,Science
78,68,62,75,Literary,Volunteering,1,4,3,Humanities
57,71,61,72,Artistic,Volunteering,1,2,2,Humanities
90,75,88,81,Business,Entrepreneurship,4,5,5,Commerce
70,85,79,61,Technical,Volunteering,4,2,5,Science
65,71,62,72,Business,Volunteering,3,3,2,Science
55,67,76,63,Business,Volunteering,1,1,5,Commerce
67,65,85,58,Business,Entrepreneurship,2,3,4,Commerce
78,98,71,72,Business,Entrepreneurship,4,4,2,Science
69,65,75,84,Technical,Robotics,4,1,5,Science
64,53,68,86,Business,Volunteering,1,3,5,Commerce
93,82,66,94,Literary,Drama,5,5,1,Humanities
90,74,74,88,Business,Finance Club,4,3,4,Commerce
74,67,82,59,Literary,Drama,3,4,5,Humanities
77,75,86,68,Artistic,Debating,2,3,5,Humanities
60,68,92,90,Artistic,Debating,2,5,4,Humanities
71,62,70,71,Technical,Volunteering,1,1,2,Science
58,67,71,69,Literary,Volunteering,1,2,1,Humanities
84,68,57,64,Business,Entrepreneurship,5,1,4,Commerce
78,90,63,66,Business,Finance Club,5,2,1,Science
82,85,90,71,Literary,Debating,3,5,4,Humanities
75,90,76,81,Business,Entrepreneurship,4,4,5,Commerce
82,89,78,80,Literary,Volunteering,5,4,3,Humanities
56,66,93,93,Technical,Volunteering,2,4,5,Humanities
63,66,87,94,Business,Entrepreneurship,1,4,2,Humanities
99,77,58,72,Technical,Robotics,4,3,2,Science
64,66,76,85,Literary,Drama,1,5,5,Humanities
80,82,77,81,Artistic,Volunteering,3,4,4,Humanities
65,72,61,74,Business,Entrepreneurship,2,1,4,Commerce
96,62,94,93,Artistic,Volunteering,4,5,4,Humanities
94,93,71,73,Business,Volunteering,4,3,3,Science
71,73,81,81,Literary,Debating,4,3,3,Humanities
77,88,67,66,Artistic,Debating,5,1,5,Science
100,65,68,59,Artistic,Drama,4,1,3,Science
63,56,68,81,Technical,Robotics,1,2,3,Science
73,49,80,85,Literary,Drama,2,4,2,Humanities
66,59,56,73,Literary,Debating,1,1,2,Humanities
84,82,79,67,Technical,Robotics,3,1,5,Science
65,73,67,78,Business,Volunteering,2,1,5,Commerce
69,80,71,80,Artistic,Volunteering,3,4,5,Humanities
52,61,80,69,Artistic,Volunteering,1,5,4,Humanities
58,61,58,67,Artistic,Volunteering,1,1,2,Humanities
87,59,65,59,Artistic,Drama,5,1,4,Science
63,59,78,81,Business,Finance Club,1,5,1,Humanities
94,75,95,96,Technical,Volunteering,5,5,2,Science
57,51,53,67,Literary,Drama,1,2,3,Humanities
63,65,79,79,Literary,Debating,1,3,3,Humanities
43,66,71,67,Technical,Volunteering,1,3,1,Humanities
68,67,60,79,Artistic,Debating,2,4,1,Humanities
65,80,95,100,Technical,Robotics,4,5,3,Science
73,63,75,74,Business,Volunteering,2,2,1,Commerce
83,73,81,95,Business,Finance Club,4,5,2,Humanities
90,81,86,100,Artistic,Volunteering,5,3,4,Humanities
82,83,66,56,Technical,Volunteering,4,2,1,Science
78,98,71,94,Technical,Volunteering,5,4,2,Science
52,57,79,81,Technical,Robotics,1,3,4,Humanities
82,73,77,54,Business,Finance Club,2,1,5,Commerce
62,75,64,100,Literary,Debating,2,3,1,Humanities
89,71,76,67,Business,Entrepreneurship,3,2,3,Commerce
59,60,81,71,Literary,Debating,1,5,3,Humanities
69,55,70,85,Literary,Volunteering,2,5,3,Humanities
68,87,82,75,Literary,Drama,3,3,4,Humanities
83,80,69,63,Technical,Robotics,3,1,2,Science
80,74,64,80,Technical,Volunteering,4,3,1,Science
72,81,66,67,Business,Entrepreneurship,2,3,1,Commerce
65,50,70,87,Literary,Debating,1,1,3,Humanities
73,76,79,77,Business,Entrepreneurship,3,4,2,Commerce
85,95,87,89,Technical,Volunteering,4,5,5,Science
72,81,71,100,Business,Entrepreneurship,5,5,1,Humanities
73,77,70,64,Technical,Volunteering,3,2,4,Science
53,71,75,33,Literary,Drama,1,1,3,Humanities
69,69,53,61,Technical,Volunteering,4,1,1,Science
79,68,76,61,Business,Finance Club,2,1,5,Commerce
66,100,65,66,Business,Finance Club,5,3,4,Science
76,66,79,77,Literary,Drama,1,2,3,Humanities
72,73,88,86,Technical,Volunteering,3,3,4,Science
68,75,65,64,Artistic,Volunteering,3,2,1,Humanities
58,80,86,73,Literary,Volunteering,3,1,3,Humanities
77,51,76,81,Artistic,Debating,1,4,1,Humanities
58,68,89,93,Artistic,Drama,2,5,5,Humanities
68,89,50,67,Business,Finance Club,2,2,4,Commerce
77,72,73,99,Artistic,Drama,5,4,1,Humanities
84,81,79,73,Business,Finance Club,3,4,3,Commerce
57,59,76,87,Literary,Debating,2,5,1,Humanities
55,53,71,93,Artistic,Drama,2,5,4,Humanities
70,78,78,60,Literary,Volunteering,2,4,3,Humanities
77,88,65,77,Business,Entrepreneurship,3,2,5,Commerce
67,67,76,76,Artistic,Drama,2,5,1,Humanities
80,95,63,61,Literary,Drama,5,2,3,Science
74,80,84,93,Artistic,Debating,3,4,3,Humanities
93,64,92,75,Technical,Robotics,5,4,3,Science
73,65,95,80,Literary,Drama,2,4,3,Humanities
86,97,69,80,Technical,Robotics,5,1,2,Science
73,53,66,85,Technical,Volunteering,1,5,4,Humanities
74,84,89,64,Technical,Robotics,4,1,4,Science
63,69,83,86,Artistic,Drama,1,5,1,Humanities
74,70,66,58,Artistic,Volunteering,2,2,5,Humanities
80,74,85,66,Artistic,Debating,1,1,1,Humanities
70,72,86,97,Technical,Volunteering,4,5,4,Humanities
65,69,80,61,Literary,Debating,1,3,4,Humanities
74,70,60,54,Literary,Drama,3,2,5,Humanities
85,79,84,80,Literary,Debating,3,5,1,Humanities
86,78,70,82,Artistic,Debating,3,5,2,Humanities
56,91,80,91,Technical,Volunteering,4,5,4,Science
62,44,83,82,Literary,Volunteering,1,3,5,Humanities
64,63,91,63,Business,Volunteering,3,3,5,Commerce
95,68,70,80,Business,Entrepreneurship,4,1,4,Commerce
59,80,71,82,Artistic,Volunteering,1,5,1,Humanities
80,73,59,68,Technical,Robotics,5,4,3,Science
75,68,71,57,Business,Volunteering,2,3,4,Commerce
